Date,Close,returns,z_score,Signal,StrategyReturn,CumulativeStrategyReturn,CumulativeBuyHoldReturn
2022-09-12,163.42999267578125,0.038507960517385253,-0.07550350029938163,,,,1.0385079605173853
2022-09-13,153.83999633789062,-0.05867953721882391,-1.2761997121303204,0.0,-0.0,1.0,0.9775687939961605
2022-09-14,155.30999755859375,0.009555390377639084,-0.9769674563936073,0.0,0.0,1.0,0.9869098454437917
2022-09-15,152.3699951171875,-0.018929898188280392,-1.300332292471607,0.0,-0.0,1.0,0.9682277425485292
2022-09-16,150.6999969482422,-0.010960151095764759,-1.4592681058393215,0.0,-0.0,1.0,0.9576158201950861
2022-09-19,154.47999572753906,0.025082938658552933,-0.787027716278238,0.0,0.0,1.0,0.9816356390714993
2022-09-20,156.89999389648438,0.01566544689199456,-0.28908379366566034,0.0,0.0,1.0,0.997013400042663
2022-09-21,153.72000122070312,-0.02026764053209118,-0.8038465034759403,0.0,-0.0,1.0,0.9768062908449203
2022-09-22,152.74000549316406,-0.006375199842290069,-0.9328453444812965,0.0,-0.0,1.0,0.9705789555335779
2022-09-23,150.42999267578125,-0.015123823060790742,-1.524733821038489,0.0,-0.0,1.0,0.955900091143561
2022-09-26,150.77000427246094,0.0022602646628622214,-1.3609837949648216,1.0,0.0022602646628622214,1.0022602646628622,0.9580606783407996
2022-09-27,151.75999450683594,0.0065662280713738586,-0.9920974546335732,0.0,0.0,1.0022602646628622,0.9643515232610004
2022-09-28,149.83999633789062,-0.012651543479456517,-1.428609897339148,0.0,-0.0,1.0022602646628622,0.9521509880349837
2022-09-29,142.47999572753906,-0.049119065604851575,-2.718835004993133,0.0,-0.0,1.0022602646628622,0.9053822211879691
2022-09-30,138.1999969482422,-0.030039296095161427,-2.7549435740938746,1.0,-0.030039296095161427,0.9721530718082396,0.8781851765664087
2022-10-03,142.4499969482422,0.030752533240588242,-1.689384122721886,1.0,0.030752533240588242,1.0020492414639626,0.905191595400159
2022-10-04,146.10000610351562,0.02562309044204225,-0.9555129340250925,1.0,0.02562309044204225,1.0277248398053735,0.9283854015164739
2022-10-05,146.39999389648438,0.0020533044519943644,-0.8189553011460741,0.0,0.0,1.0277248398053735,0.9302916593945743
2022-10-06,145.42999267578125,-0.0066256916744750205,-0.8950822838199212,0.0,-0.0,1.0277248398053735,0.9241278336920901
2022-10-07,140.08999633789062,-0.03671867294799025,-1.5867741916650782,0.0,-0.0,1.0277248398053735,0.8901950860046155
2022-10-10,140.4199981689453,0.0023556416566585803,-1.475889326602344,1.0,0.0023556416566585803,1.030145791249602,0.8922920666317607
2022-10-11,138.97999572753906,-0.01025496695758199,-1.5281950747965156,0.0,-0.0,1.030145791249602,0.8831416409719395
2022-10-12,138.33999633789062,-0.004604974883602009,-1.4655094317498933,1.0,-0.004604974883602009,1.0254019957544491,0.8790747958966006
2022-10-13,142.99000549316406,0.0336129050048255,-0.6187421841650528,0.0,0.0,1.0254019957544491,0.9086230535032095
2022-10-14,138.3800048828125,-0.03224001981433555,-1.250828544546885,0.0,-0.0,1.0254019957544491,0.879329028254504
2022-10-17,142.41000366210938,0.02912269574429982,-0.5189902817925788,0.0,0.0,1.0254019957544491,0.9049374600034907
2022-10-18,143.75,0.009409425626236034,-0.19934762357549088,0.0,0.0,1.0254019957544491,0.9134524017297885
2022-10-19,143.86000061035156,0.0007652216372282528,-0.09088175188620404,0.0,0.0,1.0254019957544491,0.9141513952721703
2022-10-20,143.38999938964844,-0.003267073673773546,-0.10066158335218017,0.0,-0.0,1.0254019957544491,0.9111647953148332
2022-10-21,147.27000427246094,0.027059103837980825,0.8781633849352145,0.0,0.0,1.0254019957544491,0.9358200981247699
2022-10-24,149.4499969482422,0.014802693097965003,1.4650225377495636,0.0,0.0,1.0254019957544491,0.9496727558322183
2022-10-25,152.33999633789062,0.019337567404898115,2.1470502416354447,0.0,0.0,1.0254019957544491,0.9680371167607192
2022-10-26,149.35000610351562,-0.019627086164182295,1.4296232468247696,-1.0,0.019627086164182295,1.0455276490780463,0.94903736885993
2022-10-27,144.8000030517578,-0.03046536903791064,0.2687526807798174,0.0,-0.0,1.0455276490780463,0.9201245951868444
2022-10-28,155.74000549316406,0.07555250145606562,2.412161154225594,0.0,0.0,1.0455276490780463,0.9896423100044602
2022-10-31,153.33999633789062,-0.015410357458724877,1.6460207770506379,-1.0,0.015410357458724877,1.0616396038833193,0.9743915682510133
2022-11-01,150.64999389648438,-0.0175427318745901,1.0297146547341263,0.0,-0.0,1.0616396038833193,0.9572980782283244
2022-11-02,145.02999877929688,-0.03730498071609045,-0.05279869077613178,0.0,-0.0,1.0616396038833193,0.9215860918804663
2022-11-03,138.8800048828125,-0.04240497792352105,-1.145276910042109,0.0,-0.0,1.0616396038833193,0.882506253999651
2022-11-04,138.3800048828125,-0.003600230288167805,-1.2016214516679613,0.0,-0.0,1.0616396038833193,0.879329028254504
2022-11-07,138.9199981689453,0.003902249364639898,-1.0732003877200664,0.0,0.0,1.0616396038833193,0.8827603893963195
2022-11-08,139.5,0.004175078021159573,-0.9772683519236555,0.0,0.0,1.0616396038833193,0.8864459828960384
2022-11-09,134.8699951171875,-0.03318999915994625,-1.7098509742034282,0.0,-0.0,1.0616396038833193,0.8570248414683811
2022-11-10,146.8699951171875,0.08897457132383879,0.350679957524702,1.0,0.08897457132383879,1.1560985325392477,0.9332782593519112
2022-11-11,149.6999969482422,0.019268754171310798,0.7608244642924259,0.0,0.0,1.1560985325392477,0.951261368704792
2022-11-14,148.27999877929688,-0.009485625904429806,0.4568868193790398,0.0,-0.0,1.1560985325392477,0.9422380592239226
2022-11-15,150.0399932861328,0.011869399253607638,0.707164212383292,0.0,0.0,1.1560985325392477,0.9534218589407957
2022-11-16,148.7899932861328,-0.00833111207633952,0.44245526051667566,0.0,-0.0,1.1560985325392477,0.9454787945779279
2022-11-17,150.72000122070312,0.01297135574741759,0.7129693317562411,0.0,0.0,1.1560985325392477,0.9577429363740378
2022-11-18,151.2899932861328,0.003781794458686649,0.7650858556198809,0.0,0.0,1.1560985325392477,0.9613649233036634
2022-11-21,148.00999450683594,-0.02168020969565021,0.2135900722637979,0.0,-0.0,1.1560985325392477,0.9405223301723973
2022-11-22,150.17999267578125,0.014661159715434469,0.617165583053213,0.0,0.0,1.1560985325392477,0.9543114782709874
2022-11-23,151.07000732421875,0.0059263196953200925,0.7511060202318621,0.0,0.0,1.1560985325392477,0.9599670331801348
2022-11-25,148.11000061035156,-0.01959360938875554,0.20772414997414956,0.0,-0.0,1.1560985325392477,0.9411578141059207
2022-11-28,144.22000122070312,-0.02626425881856731,-0.39523096822638687,0.0,-0.0,1.1560985325392477,0.9164390016871258
2022-11-29,141.1699981689453,-0.021148266717113118,-0.8738057421167449,0.0,-0.0,1.1560985325392477,0.8970579052494816
2022-11-30,148.02999877929688,0.04859389884061516,0.4735350006694942,0.0,0.0,1.1560985325392477,0.9406494463513491
2022-12-01,148.30999755859375,0.0018915002472865705,0.492986723647591,0.0,0.0,1.1560985325392477,0.9424286850117326
2022-12-02,147.80999755859375,-0.0033713168918532155,0.3250585082980026,0.0,-0.0,1.1560985325392477,0.9392514592665855
2022-12-05,146.6300048828125,-0.00798317228381984,0.0008802266383047165,0.0,-0.0,1.1560985325392477,0.9317532530494311
2022-12-06,142.91000366210938,-0.025369986338581674,-0.9157477704573956,0.0,-0.0,1.1560985325392477,0.9081146857486381
2022-12-07,140.94000244140625,-0.013784907775671984,-1.4333500866267124,0.0,-0.0,1.1560985325392477,0.8955964085558598
2022-12-08,142.64999389648438,0.012132761639400691,-1.4341570958463097,0.0,0.0,1.1560985325392477,0.9064624663059713
2022-12-09,142.16000366210938,-0.0034349124103753015,-1.4257932867986791,0.0,-0.0,1.1560985325392477,0.9033488471309175
2022-12-12,144.49000549316406,0.01638999557563814,-0.6733657689022184,0.0,0.0,1.1560985325392477,0.9181547307386511
2022-12-13,145.47000122070312,0.006782446468835079,-0.34607046860829505,0.0,0.0,1.1560985325392477,0.9243820660499936
2022-12-14,143.2100067138672,-0.015535811424151502,-0.9128508965972927,0.0,-0.0,1.1560985325392477,0.9100210405879734
2022-12-15,136.5,-0.04685431463789913,-2.3083876138096344,0.0,-0.0,1.1560985325392477,0.8673826284251561
2022-12-16,134.50999450683594,-0.014578794821714758,-2.2952988695864227,1.0,-0.014578794821714758,1.1392440092396725,0.8547372350534261
2022-12-19,132.3699951171875,-0.01590959391154889,-2.287803398563017,1.0,-0.01590959391154889,1.1211190996865044,0.8411387127426461
2022-12-20,132.3000030517578,-0.0005287608069164396,-1.9437429685440377,1.0,-0.0005287608069164396,1.1205262958467046,0.8406939515581676
2022-12-21,135.4499969482422,0.023809477126406797,-1.2485888017531523,1.0,0.023809477126406797,1.1472054410572041,0.8607104349681004
2022-12-22,132.22999572753906,-0.02377261936693542,-1.6415960819353128,0.0,-0.0,1.1472054410572041,0.8402490934124544
2022-12-23,131.86000061035156,-0.0027981178941416385,-1.5192855079246572,1.0,-0.0027981178941416385,1.1439954249843254,0.8378979773886407
2022-12-27,130.02999877929688,-0.01387836965405731,-1.6029770308213473,1.0,-0.01387836965405731,1.1281186335938425,0.8262693195260542
2022-12-28,126.04000091552734,-0.03068521034551308,-1.9024468482080217,1.0,-0.03068521034551308,1.0935020760273226,0.8009150716543533
2022-12-29,129.61000061035156,0.02832433885189234,-1.2551462133984046,1.0,0.02832433885189234,1.1244747993639683,0.8236004615354788
2022-12-30,129.92999267578125,0.00246888406699175,-1.105350060221387,0.0,0.0,1.1244747993639683,0.8256338355925308
2023-01-03,125.06999969482422,-0.03740470449409117,-1.6445410156288272,0.0,-0.0,1.1244747993639683,0.7947512459518691
2023-01-04,126.36000061035156,0.010314231379827232,-1.329140111159342,1.0,0.010314231379827232,1.1360728926253931,0.8029484941920226
2023-01-05,125.0199966430664,-0.010604653061194957,-1.373148499253488,0.0,-0.0,1.1360728926253931,0.7944335039851074
2023-01-06,129.6199951171875,0.036794101724815675,-0.6197579016778565,0.0,0.0,1.1360728926253931,0.8236639711443372
2023-01-09,130.14999389648438,0.004088865910060413,-0.46726910663117055,0.0,0.0,1.1360728926253931,0.8270318226772942
2023-01-10,130.72999572753906,0.004456410743407302,-0.3028028376467953,0.0,0.0,1.1360728926253931,0.8307174161770131
2023-01-11,133.49000549316406,0.02111229140844828,0.28081131067685194,0.0,0.0,1.1360728926253931,0.8482557643454154
2023-01-12,133.41000366210938,-0.0005993095195339082,0.4696345699763763,0.0,-0.0,1.1360728926253931,0.8477473965908436
2023-01-13,134.75999450683594,0.010119112567793076,1.1180524670185679,0.0,0.0,1.1360728926253931,0.8563258479259999
